unique_id,categorie,prix_catalogue_xof,cout_unitaire_xof,objectif,marge_minimale,politique_historique_remise_moyenne_si_promo,politique_historique_part_jours_promo,politique_remise_frequente_pct,politique_meilleure_descriptive_pct,suggested_discount_exploratory,prix_simule_xof,quantite_prevue,quantite_prevue_bande_incertitude_basse,quantite_prevue_bande_incertitude_haute,ca_prevu_xof,marge_prevue_xof,ca_actuel_moyen_xof,marge_actuelle_moyenne_xof,delta_marge_vs_actuel_xof,support_historique,niveau_confiance,simulation_status,raison_eligibilite,avertissements,methode,automatic_application_allowed,causal_effect_estimated,human_validation_required,off_policy_evaluation_validated
PRD000001,Bebe & Enfant,46030.0,29095.0,marge,0.15,16.818181818181817,0.1864406779661017,0.0,0.0,5.0,43728.5,0.8139641057598025,0.0,1.6859807759420733,35593.429398717526,11911.14374163607,33633.581920903955,11278.101694915254,633.042046720815,True,moyenne,ok,tous les critères individuels satisfaits,WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000001,Bebe & Enfant,46030.0,29095.0,chiffre_affaires,0.05,16.818181818181817,0.1864406779661017,0.0,0.0,30.0,32220.999999999996,1.3312142119283197,0.0,2.7573716753479767,42893.053122542384,4161.375626487922,33633.581920903955,11278.101694915254,-7116.726068427332,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000001,Bebe & Enfant,46030.0,29095.0,ecoulement_stock,0.05,16.818181818181817,0.1864406779661017,0.0,0.0,30.0,32220.999999999996,1.3312142119283197,0.0,2.7573716753479767,42893.053122542384,4161.375626487922,33633.581920903955,11278.101694915254,-7116.726068427332,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000001,Bebe & Enfant,46030.0,29095.0,compromis_marge_volume,0.05,16.818181818181817,0.1864406779661017,0.0,0.0,5.0,43728.5,0.8139641057598025,0.0,1.6859807759420733,35593.429398717526,11911.14374163607,33633.581920903955,11278.101694915254,633.042046720815,True,moyenne,ok,tous les critères individuels satisfaits,WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,marge,0.0,16.88118811881188,0.18703703703703703,0.0,25.0,0.0,226420.0,1.057895513717089,0.0,2.1912409729879494,239528.70221582326,76618.08258096017,304464.8685185185,88016.34074074074,-11398.25815978057,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,marge,0.05,16.88118811881188,0.18703703703703703,0.0,25.0,0.0,226420.0,1.057895513717089,0.0,2.1912409729879494,239528.70221582326,76618.08258096017,304464.8685185185,88016.34074074074,-11398.25815978057,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,marge,0.1,16.88118811881188,0.18703703703703703,0.0,25.0,0.0,226420.0,1.057895513717089,0.0,2.1912409729879494,239528.70221582326,76618.08258096017,304464.8685185185,88016.34074074074,-11398.25815978057,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,marge,0.15,16.88118811881188,0.18703703703703703,0.0,25.0,0.0,226420.0,1.057895513717089,0.0,2.1912409729879494,239528.70221582326,76618.08258096017,304464.8685185185,88016.34074074074,-11398.25815978057,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,chiffre_affaires,0.05,16.88118811881188,0.18703703703703703,0.0,25.0,25.0,169815.0,1.7266606655970425,0.0,3.5764681368284035,293212.8809283618,27315.77172974521,304464.8685185185,88016.34074074074,-60700.569010995525,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,ecoulement_stock,0.05,16.88118811881188,0.18703703703703703,0.0,25.0,25.0,169815.0,1.7266606655970425,0.0,3.5764681368284035,293212.8809283618,27315.77172974521,304464.8685185185,88016.34074074074,-60700.569010995525,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000002,Telephonie & Accessoires,226420.0,153995.0,compromis_marge_volume,0.05,16.88118811881188,0.18703703703703703,0.0,25.0,10.0,203778.0,1.3628430809075638,0.0,2.82288520928203,277717.43734118156,67846.41709682124,304464.8685185185,88016.34074074074,-20169.923643919494,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,marge,0.0,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,marge,0.05,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,marge,0.1,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,marge,0.15,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,chiffre_affaires,0.05,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,ecoulement_stock,0.05,9.575471698113208,0.19413919413919414,0.0,15.0,30.0,6671.0,1.1372703440096257,0.0,2.355651709309009,7586.730464888213,709.6566946620064,8520.478021978022,3005.0824175824177,-2295.4257229204113,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000003,Maison & Cuisine,9530.0,6047.0,compromis_marge_volume,0.05,9.575471698113208,0.19413919413919414,0.0,15.0,5.0,9053.5,0.8826189013496136,0.0,1.8281868814958382,7990.790223368727,2653.5937269076135,8520.478021978022,3005.0824175824177,-351.4886906748043,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,marge,0.0,9.461538461538462,0.11904761904761904,0.0,5.0,5.0,384351.0,1.376229196510474,0.0,2.850612148850179,528955.0679079972,120689.79561718254,589504.4102564103,152128.44871794872,-31438.653100766183,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,marge,0.05,9.461538461538462,0.11904761904761904,0.0,5.0,5.0,384351.0,1.376229196510474,0.0,2.850612148850179,528955.0679079972,120689.79561718254,589504.4102564103,152128.44871794872,-31438.653100766183,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,marge,0.1,9.461538461538462,0.11904761904761904,0.0,5.0,5.0,384351.0,1.376229196510474,0.0,2.850612148850179,528955.0679079972,120689.79561718254,589504.4102564103,152128.44871794872,-31438.653100766183,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,marge,0.15,9.461538461538462,0.11904761904761904,0.0,5.0,5.0,384351.0,1.376229196510474,0.0,2.850612148850179,528955.0679079972,120689.79561718254,589504.4102564103,152128.44871794872,-31438.653100766183,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,chiffre_affaires,0.05,9.461538461538462,0.11904761904761904,0.0,5.0,15.0,343893.0,1.7094204982555008,0.0,3.540758219761814,587857.7434065789,80749.60549659334,589504.4102564103,152128.44871794872,-71378.84322135538,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,ecoulement_stock,0.05,9.461538461538462,0.11904761904761904,0.0,5.0,15.0,343893.0,1.7094204982555008,0.0,3.540758219761814,587857.7434065789,80749.60549659334,589504.4102564103,152128.44871794872,-71378.84322135538,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000004,Electronique & High-Tech,404580.0,296655.0,compromis_marge_volume,0.05,9.461538461538462,0.11904761904761904,0.0,5.0,5.0,384351.0,1.376229196510474,0.0,2.850612148850179,528955.0679079972,120689.79561718254,589504.4102564103,152128.44871794872,-31438.653100766183,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,marge,0.0,9.461538461538462,0.11904761904761904,0.0,10.0,0.0,90570.0,1.1794788545301251,0.0,2.443079074735993,106825.39985479343,26968.78400883131,118458.54029304029,28681.214285714286,-1712.4302768829766,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,marge,0.05,9.461538461538462,0.11904761904761904,0.0,10.0,0.0,90570.0,1.1794788545301251,0.0,2.443079074735993,106825.39985479343,26968.78400883131,118458.54029304029,28681.214285714286,-1712.4302768829766,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,marge,0.1,9.461538461538462,0.11904761904761904,0.0,10.0,0.0,90570.0,1.1794788545301251,0.0,2.443079074735993,106825.39985479343,26968.78400883131,118458.54029304029,28681.214285714286,-1712.4302768829766,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,marge,0.15,9.461538461538462,0.11904761904761904,0.0,10.0,0.0,90570.0,1.1794788545301251,0.0,2.443079074735993,106825.39985479343,26968.78400883131,118458.54029304029,28681.214285714286,-1712.4302768829766,False,moyenne,ok,tous les critères individuels satisfaits,remise simulée non directement observée pour ce produit (repli catégorie); marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,chiffre_affaires,0.05,9.461538461538462,0.11904761904761904,0.0,10.0,10.0,81513.0,1.5440361987334768,0.0,3.1981942815442954,125859.02266736189,21320.051832111847,118458.54029304029,28681.214285714286,-7361.162453602439,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,ecoulement_stock,0.05,9.461538461538462,0.11904761904761904,0.0,10.0,15.0,76984.5,1.5607096505501783,0.0,3.232730348961316,120150.45209278021,14482.60520228038,118458.54029304029,28681.214285714286,-14198.609083433907,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000005,Electronique & High-Tech,90570.0,67705.0,compromis_marge_volume,0.05,9.461538461538462,0.11904761904761904,0.0,10.0,15.0,76984.5,1.5607096505501783,0.0,3.232730348961316,120150.45209278021,14482.60520228038,118458.54029304029,28681.214285714286,-14198.609083433907,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,marge,0.0,16.5,0.14652014652014653,0.0,15.0,10.0,26073.0,1.4054557038141746,0.0,2.9111496210965426,36644.446565546976,7264.800533015468,29549.309523809523,7343.5952380952385,-78.79470507977021,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,marge,0.05,16.5,0.14652014652014653,0.0,15.0,10.0,26073.0,1.4054557038141746,0.0,2.9111496210965426,36644.446565546976,7264.800533015468,29549.309523809523,7343.5952380952385,-78.79470507977021,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,marge,0.1,16.5,0.14652014652014653,0.0,15.0,10.0,26073.0,1.4054557038141746,0.0,2.9111496210965426,36644.446565546976,7264.800533015468,29549.309523809523,7343.5952380952385,-78.79470507977021,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,marge,0.15,16.5,0.14652014652014653,0.0,15.0,10.0,26073.0,1.4054557038141746,0.0,2.9111496210965426,36644.446565546976,7264.800533015468,29549.309523809523,7343.5952380952385,-78.79470507977021,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,chiffre_affaires,0.05,16.5,0.14652014652014653,0.0,15.0,15.0,24624.5,1.6298434678200862,0.0,3.3759286620807307,40134.080473335714,6063.832622024631,29549.309523809523,7343.5952380952385,-1279.7626160706077,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
PRD000006,Bebe & Enfant,28970.0,20904.0,ecoulement_stock,0.05,16.5,0.14652014652014653,0.0,15.0,15.0,24624.5,1.6298434678200862,0.0,3.3759286620807307,40134.080473335714,6063.832622024631,29549.309523809523,7343.5952380952385,-1279.7626160706077,True,moyenne,ok,tous les critères individuels satisfaits,marge simulée inférieure à la marge moyenne actuellement observée; WAPE quantité hors période élevée (107.1%) — estimation individuelle incertaine; simulation non appliquée dans la réalité : off_policy_evaluation_validated=false,challenger_ml_lightgbm,False,False,True,False
