unique_id,ds,categorie,marque,quantite_vendue,chiffre_affaires_net_xof,prix_catalogue_xof,prix_unitaire_paye_xof,remise_planifiee_pct,en_promotion,n_promotions_concurrentes,remise_appliquee_pct,cout_unitaire_xof,marge_unitaire_xof,marge_totale_xof,taux_marge,stock_disponible_lag1,indicateur_rupture_lag1,indicateur_stock_faible_lag1,jour_semaine,weekend,mois,annee_mois,log1p_y,prix_simule_plan,marge_simulee_plan,due_au_bruit_seul
PRD000011,2025-09-27,Alimentation & Epicerie,Nova,4.0,22112.0,7330.0,5528.0,25.0,1,1,24.583901773533423,6183.0,-655.0,-2620.0,-0.11848769898697539,122.0,0,0,5,True,9,2025-09,1.6094379124341003,5497.5,-685.5,False
PRD000011,2025-09-28,Alimentation & Epicerie,Nova,1.0,5501.0,7330.0,5501.0,25.0,1,1,24.95225102319236,6183.0,-682.0,-682.0,-0.12397745864388293,118.0,0,0,6,True,9,2025-09,0.6931471805599453,5497.5,-685.5,False
PRD000011,2025-09-30,Alimentation & Epicerie,Nova,1.0,5591.0,7330.0,5591.0,25.0,1,1,23.72442019099591,6183.0,-592.0,-592.0,-0.10588445716329815,117.0,0,0,1,False,9,2025-09,0.6931471805599453,5497.5,-685.5,False
PRD000011,2025-10-01,Alimentation & Epicerie,Nova,1.0,5498.0,7330.0,5498.0,25.0,1,1,24.99317871759891,6183.0,-685.0,-685.0,-0.12459076027646417,116.0,0,0,2,False,10,2025-10,0.6931471805599453,5497.5,-685.5,False
PRD000012,2025-03-07,Electronique & High-Tech,Lumo,1.0,128582.0,154180.0,128582.0,15.0,1,1,16.60267220132313,130340.0,-1758.0,-1758.0,-0.013672209173912367,142.0,0,0,4,False,3,2025-03,0.6931471805599453,131053.0,713.0,True
PRD000012,2025-05-13,Electronique & High-Tech,Lumo,5.0,645890.0,154180.0,129178.0,15.0,1,1,16.216111039045266,130340.0,-1162.0,-5810.0,-0.00899533976373686,92.0,0,0,1,False,5,2025-05,1.791759469228055,131053.0,713.0,True
PRD000012,2025-05-19,Electronique & High-Tech,Lumo,1.0,128454.0,154180.0,128454.0,15.0,1,1,16.685692048255284,130340.0,-1886.0,-1886.0,-0.014682298721721394,86.0,0,0,0,False,5,2025-05,0.6931471805599453,131053.0,713.0,True
PRD000016,2025-09-29,Alimentation & Epicerie,Nimba,2.0,11870.0,7770.0,5935.0,25.0,1,1,23.61647361647362,6875.0,-940.0,-1880.0,-0.15838247683235046,124.0,0,0,0,False,9,2025-09,1.0986122886681098,5827.5,-1047.5,False
PRD000016,2025-09-30,Alimentation & Epicerie,Nimba,5.0,29235.0,7770.0,5847.0,25.0,1,1,24.74903474903475,6875.0,-1028.0,-5140.0,-0.17581665811527278,122.0,0,0,1,False,9,2025-09,1.791759469228055,5827.5,-1047.5,False
PRD000016,2025-10-01,Alimentation & Epicerie,Nimba,1.0,5776.0,7770.0,5776.0,25.0,1,1,25.662805662805667,6875.0,-1099.0,-1099.0,-0.19027008310249308,117.0,0,0,2,False,10,2025-10,0.6931471805599453,5827.5,-1047.5,False
PRD000020,2025-06-28,Telephonie & Accessoires,Nova,2.0,109530.0,73220.0,54765.0,25.0,1,1,25.204862059546574,56232.0,-1467.0,-2934.0,-0.026787181594083814,246.0,0,0,5,True,6,2025-06,1.0986122886681098,54915.0,-1317.0,False
PRD000020,2025-07-02,Telephonie & Accessoires,Nova,2.0,111956.0,73220.0,55978.0,25.0,1,1,23.54821087134663,56232.0,-254.0,-508.0,-0.004537496873771839,244.0,0,0,2,False,7,2025-07,1.0986122886681098,54915.0,-1317.0,False
PRD000020,2025-07-04,Telephonie & Accessoires,Nova,6.0,335076.0,73220.0,55846.0,25.0,1,1,23.728489483747605,56232.0,-386.0,-2316.0,-0.006911864770977331,242.0,0,0,4,False,7,2025-07,1.9459101490553132,54915.0,-1317.0,False
PRD000020,2025-07-05,Telephonie & Accessoires,Nova,1.0,54821.0,73220.0,54821.0,25.0,1,1,25.128380223982518,56232.0,-1411.0,-1411.0,-0.02573831196074497,236.0,0,0,5,True,7,2025-07,0.6931471805599453,54915.0,-1317.0,False
PRD000020,2025-07-07,Telephonie & Accessoires,Nova,1.0,55163.0,73220.0,55163.0,25.0,1,1,24.661294728216333,56232.0,-1069.0,-1069.0,-0.01937893153019234,235.0,0,0,0,False,7,2025-07,0.6931471805599453,54915.0,-1317.0,False
PRD000020,2026-04-22,Telephonie & Accessoires,Nova,1.0,55765.0,73220.0,55765.0,25.0,1,1,23.839114995902754,56232.0,-467.0,-467.0,-0.008374428404913476,93.0,0,0,2,False,4,2026-04,0.6931471805599453,54915.0,-1317.0,False
PRD000020,2026-04-23,Telephonie & Accessoires,Nova,1.0,55251.0,73220.0,55251.0,25.0,1,1,24.54110898661568,56232.0,-981.0,-981.0,-0.017755334745072487,92.0,0,0,3,False,4,2026-04,0.6931471805599453,54915.0,-1317.0,False
PRD000020,2026-04-24,Telephonie & Accessoires,Nova,2.0,108332.0,73220.0,54166.0,25.0,1,1,26.022944550669212,56232.0,-2066.0,-4132.0,-0.03814200790163571,91.0,0,0,4,False,4,2026-04,1.0986122886681098,54915.0,-1317.0,False
PRD000020,2026-04-25,Telephonie & Accessoires,Nova,9.0,494064.0,73220.0,54896.0,25.0,1,1,25.02594919420923,56232.0,-1336.0,-12024.0,-0.024336928009326728,89.0,0,0,5,True,4,2026-04,2.302585092994046,54915.0,-1317.0,False
PRD000020,2026-04-26,Telephonie & Accessoires,Nova,2.0,111276.0,73220.0,55638.0,25.0,1,1,24.01256487298552,56232.0,-594.0,-1188.0,-0.010676156583629894,80.0,0,0,6,True,4,2026-04,1.0986122886681098,54915.0,-1317.0,False
PRD000020,2026-04-28,Telephonie & Accessoires,Nova,2.0,111241.0,73220.0,55620.5,25.0,1,1,24.036465446599287,56232.0,-611.5,-1223.0,-0.010994147841173668,78.0,0,0,1,False,4,2026-04,1.0986122886681098,54915.0,-1317.0,False
PRD000026,2025-03-30,Telephonie & Accessoires,Eco,2.0,250648.0,167300.0,125324.0,25.0,1,1,25.090257023311413,129593.0,-4269.0,-8538.0,-0.03406370687178832,335.0,0,0,6,True,3,2025-03,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2025-03-31,Telephonie & Accessoires,Eco,3.0,371385.0,167300.0,123795.0,25.0,1,1,26.004184100418414,129593.0,-5798.0,-17394.0,-0.04683549416373844,333.0,0,0,0,False,3,2025-03,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2025-04-01,Telephonie & Accessoires,Eco,7.0,884834.0,167300.0,126404.85714285714,25.0,1,1,24.444197762787123,129593.0,-3188.142857142855,-22317.0,-0.02522167999873421,330.0,0,0,1,False,4,2025-04,2.0794415416798357,125475.0,-4118.0,False
PRD000026,2025-04-02,Telephonie & Accessoires,Eco,1.0,123948.0,167300.0,123948.0,25.0,1,1,25.912731619844585,129593.0,-5645.0,-5645.0,-0.04554329234840417,323.0,0,0,2,False,4,2025-04,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-04-03,Telephonie & Accessoires,Eco,3.0,377240.0,167300.0,125746.66666666667,25.0,1,1,24.837617055190275,129593.0,-3846.3333333333285,-11539.0,-0.030587954617749935,322.0,0,0,3,False,4,2025-04,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2025-04-04,Telephonie & Accessoires,Eco,3.0,373656.0,167300.0,124552.0,25.0,1,1,25.551703526598924,129593.0,-5041.0,-15123.0,-0.0404730554306635,319.0,0,0,4,False,4,2025-04,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2025-04-05,Telephonie & Accessoires,Eco,1.0,123778.0,167300.0,123778.0,25.0,1,1,26.014345487148837,129593.0,-5815.0,-5815.0,-0.046979269337038894,316.0,0,0,5,True,4,2025-04,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-04-06,Telephonie & Accessoires,Eco,2.0,252540.0,167300.0,126270.0,25.0,1,1,24.524805738194853,129593.0,-3323.0,-6646.0,-0.026316623109210423,315.0,0,0,6,True,4,2025-04,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2025-04-10,Telephonie & Accessoires,Eco,3.0,371432.0,167300.0,123810.66666666667,25.0,1,1,25.994819685196248,129593.0,-5782.3333333333285,-17347.0,-0.04670303043356519,313.0,0,0,3,False,4,2025-04,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2025-06-25,Telephonie & Accessoires,Eco,1.0,124825.0,167300.0,124825.0,25.0,1,1,25.388523610280934,129593.0,-4768.0,-4768.0,-0.038197476467053876,151.0,0,0,2,False,6,2025-06,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-06-26,Telephonie & Accessoires,Eco,5.0,628403.0,167300.0,125680.6,25.0,1,1,24.87710699342498,129593.0,-3912.399999999994,-19562.0,-0.031129704982312257,150.0,0,0,3,False,6,2025-06,1.791759469228055,125475.0,-4118.0,False
PRD000026,2025-06-28,Telephonie & Accessoires,Eco,1.0,127681.0,167300.0,127681.0,25.0,1,1,23.681410639569634,129593.0,-1912.0,-1912.0,-0.014974820059366702,145.0,0,0,5,True,6,2025-06,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-06-30,Telephonie & Accessoires,Eco,7.0,875269.0,167300.0,125038.42857142857,25.0,1,1,25.26095124242166,129593.0,-4554.571428571435,-31882.0,-0.03642537322811621,144.0,0,0,0,False,6,2025-06,2.0794415416798357,125475.0,-4118.0,False
PRD000026,2025-07-02,Telephonie & Accessoires,Eco,1.0,125711.0,167300.0,125711.0,25.0,1,1,24.85893604303646,129593.0,-3882.0,-3882.0,-0.030880352554669043,137.0,0,0,2,False,7,2025-07,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-07-03,Telephonie & Accessoires,Eco,1.0,124538.0,167300.0,124538.0,25.0,1,1,25.56007172743574,129593.0,-5055.0,-5055.0,-0.040590020716568434,136.0,0,0,3,False,7,2025-07,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2025-07-04,Telephonie & Accessoires,Eco,2.0,254594.0,167300.0,127297.0,25.0,1,1,23.91093843395099,129593.0,-2296.0,-4592.0,-0.018036560170310377,135.0,0,0,4,False,7,2025-07,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2025-07-05,Telephonie & Accessoires,Eco,5.0,626536.0,167300.0,125307.2,25.0,1,1,25.100298864315608,129593.0,-4285.800000000003,-21429.0,-0.034202344318602626,133.0,0,0,5,True,7,2025-07,1.791759469228055,125475.0,-4118.0,False
PRD000026,2025-07-06,Telephonie & Accessoires,Eco,9.0,1124556.0,167300.0,124950.66666666667,25.0,1,1,25.31340904562661,129593.0,-4642.3333333333285,-41781.0,-0.037153329847513114,128.0,0,0,6,True,7,2025-07,2.302585092994046,125475.0,-4118.0,False
PRD000026,2025-07-07,Telephonie & Accessoires,Eco,3.0,380517.0,167300.0,126839.0,25.0,1,1,24.18469814704124,129593.0,-2754.0,-8262.0,-0.021712564747435725,119.0,0,0,0,False,7,2025-07,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2025-07-08,Telephonie & Accessoires,Eco,2.0,248742.0,167300.0,124371.0,25.0,1,2,25.659892408846385,129593.0,-5222.0,-10444.0,-0.0419872799929244,116.0,0,0,1,False,7,2025-07,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2026-04-20,Telephonie & Accessoires,Eco,1.0,126574.0,167300.0,126574.0,25.0,1,1,24.343096234309623,129593.0,-3019.0,-3019.0,-0.023851659898557365,137.0,0,0,0,False,4,2026-04,0.6931471805599453,125475.0,-4118.0,False
PRD000026,2026-04-21,Telephonie & Accessoires,Eco,3.0,372497.0,167300.0,124165.66666666667,25.0,1,1,25.782626021119736,129593.0,-5427.3333333333285,-16282.0,-0.04371041914431521,136.0,0,0,1,False,4,2026-04,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2026-04-22,Telephonie & Accessoires,Eco,5.0,620586.0,167300.0,124117.2,25.0,1,1,25.811595935445308,129593.0,-5475.800000000003,-27379.0,-0.044117978813573,133.0,0,0,2,False,4,2026-04,1.791759469228055,125475.0,-4118.0,False
PRD000026,2026-04-23,Telephonie & Accessoires,Eco,7.0,876785.0,167300.0,125255.0,25.0,1,1,25.131500298864317,129593.0,-4338.0,-30366.0,-0.034633347970140914,128.0,0,0,3,False,4,2026-04,2.0794415416798357,125475.0,-4118.0,False
PRD000026,2026-04-24,Telephonie & Accessoires,Eco,5.0,628194.0,167300.0,125638.8,25.0,1,1,24.902092050209202,129593.0,-3954.199999999997,-19771.0,-0.031472761599123815,121.0,0,0,4,False,4,2026-04,1.791759469228055,125475.0,-4118.0,False
PRD000026,2026-04-25,Telephonie & Accessoires,Eco,4.0,501862.0,167300.0,125465.5,25.0,1,1,25.005678421996414,129593.0,-4127.5,-16510.0,-0.032897489748177786,116.0,0,0,5,True,4,2026-04,1.6094379124341003,125475.0,-4118.0,False
PRD000026,2026-04-26,Telephonie & Accessoires,Eco,2.0,251532.0,167300.0,125766.0,25.0,1,1,24.826060968320384,129593.0,-3827.0,-7654.0,-0.030429527853314885,112.0,0,0,6,True,4,2026-04,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2026-04-27,Telephonie & Accessoires,Eco,2.0,252472.0,167300.0,126236.0,25.0,1,1,24.54512851165571,129593.0,-3357.0,-6714.0,-0.02659304794195,110.0,0,0,0,False,4,2026-04,1.0986122886681098,125475.0,-4118.0,False
PRD000026,2026-04-28,Telephonie & Accessoires,Eco,3.0,374737.0,167300.0,124912.33333333333,25.0,1,1,25.33632197648934,129593.0,-4680.6666666666715,-14042.0,-0.037471613424882026,108.0,0,0,1,False,4,2026-04,1.3862943611198906,125475.0,-4118.0,False
PRD000026,2026-04-29,Telephonie & Accessoires,Eco,2.0,250779.0,167300.0,125389.5,25.0,1,1,25.051105797967722,129593.0,-4203.5,-8407.0,-0.03352354064734288,105.0,0,0,2,False,4,2026-04,1.0986122886681098,125475.0,-4118.0,False
PRD000033,2026-02-13,Bebe & Enfant,Nova,9.0,200684.0,31850.0,22298.222222222223,30.0,1,1,29.989883132740268,22378.0,-79.77777777777737,-718.0,-0.0035777640469593806,164.0,0,0,4,False,2,2026-02,2.302585092994046,22295.0,-83.0,False
PRD000033,2026-02-15,Bebe & Enfant,Nova,4.0,88811.0,31850.0,22202.75,30.0,1,1,30.289638932496075,22378.0,-175.25,-701.0,-0.00789316638704665,151.0,0,0,6,True,2,2026-02,1.6094379124341003,22295.0,-83.0,False
PRD000033,2026-02-17,Bebe & Enfant,Nova,6.0,133833.0,31850.0,22305.5,30.0,1,1,29.96703296703297,22378.0,-72.5,-435.0,-0.003250319427943781,147.0,0,0,1,False,2,2026-02,1.9459101490553132,22295.0,-83.0,False
PRD000033,2026-02-18,Bebe & Enfant,Nova,3.0,66511.0,31850.0,22170.333333333332,30.0,1,1,30.391418105703828,22378.0,-207.66666666666788,-623.0,-0.009366871645291812,141.0,0,0,2,False,2,2026-02,1.3862943611198906,22295.0,-83.0,False
PRD000033,2026-02-21,Bebe & Enfant,Nova,5.0,109895.0,31850.0,21979.0,30.0,1,1,30.992150706436416,22378.0,-399.0,-1995.0,-0.01815369216069885,137.0,0,0,5,True,2,2026-02,1.791759469228055,22295.0,-83.0,False
PRD000037,2025-03-30,Telephonie & Accessoires,Baobab,2.0,11692.0,7840.0,5846.0,25.0,1,1,25.433673469387752,6123.0,-277.0,-554.0,-0.047382825863838525,295.0,0,0,6,True,3,2025-03,1.0986122886681098,5880.0,-243.0,False
PRD000037,2025-04-01,Telephonie & Accessoires,Baobab,4.0,23184.0,7840.0,5796.0,25.0,1,1,26.07142857142857,6123.0,-327.0,-1308.0,-0.05641821946169772,293.0,0,0,1,False,4,2025-04,1.6094379124341003,5880.0,-243.0,False
PRD000037,2025-04-02,Telephonie & Accessoires,Baobab,2.0,11924.0,7840.0,5962.0,25.0,1,1,23.954081632653057,6123.0,-161.0,-322.0,-0.027004360952700437,289.0,0,0,2,False,4,2025-04,1.0986122886681098,5880.0,-243.0,False
PRD000037,2025-04-04,Telephonie & Accessoires,Baobab,1.0,5985.0,7840.0,5985.0,25.0,1,1,23.660714285714292,6123.0,-138.0,-138.0,-0.02305764411027569,287.0,0,0,4,False,4,2025-04,0.6931471805599453,5880.0,-243.0,False
PRD000037,2025-04-07,Telephonie & Accessoires,Baobab,1.0,5896.0,7840.0,5896.0,25.0,1,1,24.795918367346935,6123.0,-227.0,-227.0,-0.03850067842605156,286.0,0,0,0,False,4,2025-04,0.6931471805599453,5880.0,-243.0,False
PRD000037,2025-06-27,Telephonie & Accessoires,Baobab,1.0,5874.0,7840.0,5874.0,25.0,1,1,25.076530612244895,6123.0,-249.0,-249.0,-0.042390194075587334,228.0,0,0,4,False,6,2025-06,0.6931471805599453,5880.0,-243.0,False
PRD000037,2025-07-03,Telephonie & Accessoires,Baobab,5.0,29851.0,7840.0,5970.2,25.0,1,1,23.849489795918366,6123.0,-152.80000000000018,-764.0,-0.02559378245284918,227.0,0,0,3,False,7,2025-07,1.791759469228055,5880.0,-243.0,False
PRD000037,2025-07-06,Telephonie & Accessoires,Baobab,3.0,17807.0,7840.0,5935.666666666667,25.0,1,1,24.289965986394556,6123.0,-187.33333333333303,-562.0,-0.031560622227213966,222.0,0,0,6,True,7,2025-07,1.3862943611198906,5880.0,-243.0,False
PRD000037,2025-07-07,Telephonie & Accessoires,Baobab,1.0,5913.0,7840.0,5913.0,25.0,1,1,24.579081632653065,6123.0,-210.0,-210.0,-0.035514967021816335,219.0,0,0,0,False,7,2025-07,0.6931471805599453,5880.0,-243.0,False
PRD000037,2026-04-20,Telephonie & Accessoires,Baobab,4.0,23676.0,7840.0,5919.0,25.0,1,1,24.50255102040816,6123.0,-204.0,-816.0,-0.03446528129751647,65.0,0,0,0,False,4,2026-04,1.6094379124341003,5880.0,-243.0,False
PRD000037,2026-04-21,Telephonie & Accessoires,Baobab,1.0,5984.0,7840.0,5984.0,25.0,1,1,23.673469387755098,6123.0,-139.0,-139.0,-0.02322860962566845,61.0,0,0,1,False,4,2026-04,0.6931471805599453,5880.0,-243.0,False
PRD000037,2026-04-22,Telephonie & Accessoires,Baobab,1.0,5814.0,7840.0,5814.0,25.0,1,1,25.841836734693878,6123.0,-309.0,-309.0,-0.053147574819401446,60.0,0,0,2,False,4,2026-04,0.6931471805599453,5880.0,-243.0,False
PRD000037,2026-04-23,Telephonie & Accessoires,Baobab,2.0,11797.0,7840.0,5898.5,25.0,1,1,24.764030612244902,6123.0,-224.5,-449.0,-0.03806052386199881,59.0,0,0,3,False,4,2026-04,1.0986122886681098,5880.0,-243.0,False
PRD000037,2026-04-24,Telephonie & Accessoires,Baobab,1.0,5822.0,7840.0,5822.0,25.0,1,1,25.73979591836735,6123.0,-301.0,-301.0,-0.051700446581930605,57.0,0,0,4,False,4,2026-04,0.6931471805599453,5880.0,-243.0,False
PRD000037,2026-04-25,Telephonie & Accessoires,Baobab,2.0,11704.0,7840.0,5852.0,25.0,1,1,25.357142857142854,6123.0,-271.0,-542.0,-0.04630895420369104,56.0,0,0,5,True,4,2026-04,1.0986122886681098,5880.0,-243.0,False
PRD000037,2026-04-26,Telephonie & Accessoires,Baobab,2.0,11628.0,7840.0,5814.0,25.0,1,1,25.841836734693878,6123.0,-309.0,-618.0,-0.053147574819401446,54.0,0,0,6,True,4,2026-04,1.0986122886681098,5880.0,-243.0,False
